val_precision,val_recall,val_f1,val_accuracy,val_avg_loss,epoch,step,avg_train_loss
0.849544107913971,0.8274338245391846,0.8383432030677795,0.8451001048088074,0.4506903290748596,0,497,
,,,,,0,497,0.010862821713089943
0.837758481502533,0.828947901725769,0.8333299160003662,0.8343574404716492,0.5588170886039734,1,995,
,,,,,1,995,6.370261689880863e-05
