val_precision,val_recall,val_f1,val_accuracy,val_avg_loss,epoch,step,avg_train_loss
0.7715657353401184,0.7291203141212463,0.7497427463531494,0.8160305619239807,0.3976083993911743,0,103,
,,,,,0,103,0.049831610172986984
0.7915797233581543,0.7759494781494141,0.7836866974830627,0.8859613537788391,0.3158521354198456,1,207,
,,,,,1,207,0.00041271865484304726
