val_precision,val_recall,val_f1,val_accuracy,val_avg_loss,epoch,step,avg_train_loss
0.7231259942054749,0.8356640338897705,0.7753326296806335,0.8647120594978333,0.2518848478794098,0,580,
,,,,,0,580,0.12092871218919754
0.872534453868866,0.8834575414657593,0.8779619932174683,0.925790011882782,0.15251053869724274,1,1161,
,,,,,1,1161,0.02876267209649086
0.8069531917572021,0.8702688217163086,0.837415874004364,0.8876171708106995,0.23209476470947266,2,1742,
,,,,,2,1742,0.012591209262609482
0.8115534782409668,0.8773028254508972,0.8431482911109924,0.8923806548118591,0.23393751680850983,3,2323,
,,,,,3,2323,0.006543716881424189
