val_precision,val_recall,val_f1,val_accuracy,val_avg_loss,epoch,step,avg_train_loss
0.7934373617172241,0.8282113075256348,0.8104515075683594,0.8462538719177246,0.454639732837677,0,497,
,,,,,0,497,0.011692211031913757
0.7956544160842896,0.8256741762161255,0.8103863596916199,0.8547162413597107,0.49119120836257935,1,995,
,,,,,1,995,4.9515627324581146e-05
